Driver,DriverNumber,Team,LapTime,LapNumber,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Stint,SpeedI1,SpeedI2,SpeedFL,SpeedST,TrackStatus,IsPersonalBest,LapStartTime,Year,Event,Session,LapTime_sec,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,QualiSegment,IsPushLap,CircuitName,Country,TrackType,Altitude_m,DRSZones,LapSpeedClass,TrackLength_m,NumCorners,CornerDensity,AvgCornerSpacing_m
DOO,7,Alpine,0 days 00:02:05.936000,15,0 days 00:00:45.326000,0 days 00:00:38.209000,0 days 00:00:42.401000,SOFT,3,TRUE,5,188,167,,152,1,FALSE,0 days 00:53:37.363000,2025,Miami Grand Prix,Q,125.936,0 days 00:55:43.299000,27.5,65,1013.6,FALSE,38.8,112,2.8,Q2,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
LAW,30,Racing Bulls,0 days 00:02:04.250000,14,0 days 00:00:42.292000,0 days 00:00:42.185000,0 days 00:00:39.773000,SOFT,3,TRUE,5,196,168,,186,1,FALSE,0 days 00:53:47.975000,2025,Miami Grand Prix,Q,124.25,0 days 00:55:52.225000,27.5,66,1013.6,FALSE,38.4,110,2.4,Q2,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
OCO,31,Haas,,16,,0 days 00:00:42.684000,0 days 00:00:31.253000,SOFT,4,FALSE,6,192,155,281,226,1,FALSE,0 days 00:54:07.694000,2025,Miami Grand Prix,Q,,0 days 01:03:35.921000,27.5,65,1013.5,FALSE,39.4,115,3.5,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
TSU,22,Red Bull Racing,,16,,0 days 00:00:41.099000,0 days 00:00:30.504000,SOFT,4,FALSE,6,150,147,284,179,1,FALSE,0 days 00:53:58.496000,2025,Miami Grand Prix,Q,,0 days 01:03:42.979000,27.5,65,1013.5,FALSE,39.4,115,3.5,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
LEC,16,Ferrari,,16,,0 days 00:00:41.940000,0 days 00:00:32.763000,SOFT,1,TRUE,5,177,147,284,164,1,FALSE,0 days 00:55:07.134000,2025,Miami Grand Prix,Q,,0 days 01:03:50.971000,27.7,64,1013.4,FALSE,40.2,113,3.4,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
VER,1,Red Bull Racing,,13,,0 days 00:00:44.644000,0 days 00:00:26.333000,SOFT,1,TRUE,5,170,159,286,298,1,FALSE,0 days 00:54:42.419000,2025,Miami Grand Prix,Q,,0 days 01:04:00.081000,27.7,64,1013.4,FALSE,40.2,113,3.4,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
PIA,81,McLaren,,11,,0 days 00:00:41.394000,0 days 00:00:29.053000,SOFT,1,TRUE,4,176,113,285,307,1,FALSE,0 days 00:45:38.769000,2025,Miami Grand Prix,Q,,0 days 01:04:14.871000,27.7,64,1013.4,FALSE,40.2,113,3.4,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
NOR,4,McLaren,,16,,0 days 00:00:42.267000,0 days 00:00:28.329000,SOFT,1,TRUE,5,151,143,285,266,1,FALSE,0 days 00:54:34.626000,2025,Miami Grand Prix,Q,,0 days 01:04:26.360000,27.7,64,1013.4,FALSE,40.2,113,3.4,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
SAI,55,Williams,,15,,0 days 00:00:46.475000,0 days 00:00:28.116000,SOFT,3,FALSE,6,132,111,285,310,1,FALSE,0 days 00:55:14.789000,2025,Miami Grand Prix,Q,,0 days 01:04:34.832000,27.7,64,1013.4,FALSE,40.2,113,3.4,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
ALB,23,Williams,,15,,0 days 00:00:47.504000,0 days 00:00:27.338000,SOFT,3,FALSE,6,176,118,285,311,1,FALSE,0 days 00:54:20.365000,2025,Miami Grand Prix,Q,,0 days 01:04:43.787000,27.7,64,1013.4,FALSE,40.2,113,3.4,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
ANT,12,Mercedes,,15,,0 days 00:00:42.641000,0 days 00:00:27.689000,SOFT,1,TRUE,6,152,147,286,271,1,FALSE,0 days 00:54:41.289000,2025,Miami Grand Prix,Q,,0 days 01:04:50.671000,27.7,65,1013.3,FALSE,40.2,115,3.9,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
RUS,63,Mercedes,,15,,0 days 00:00:43.806000,0 days 00:00:28.208000,SOFT,1,TRUE,6,159,113,284,307,1,FALSE,0 days 00:55:26.785000,2025,Miami Grand Prix,Q,,0 days 01:05:00.397000,27.7,65,1013.3,FALSE,40.2,115,3.9,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
OCO,31,Haas,0 days 00:01:27.407000,17,0 days 00:00:28.900000,0 days 00:00:33.439000,0 days 00:00:25.068000,SOFT,5,FALSE,6,225,193,285,337,1,TRUE,0 days 01:03:35.921000,2025,Miami Grand Prix,Q,87.407,0 days 01:05:03.328000,27.7,65,1013.3,FALSE,40.2,115,3.9,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
TSU,22,Red Bull Racing,0 days 00:01:27.658000,17,0 days 00:00:28.699000,0 days 00:00:33.883000,0 days 00:00:25.076000,SOFT,5,FALSE,6,221,190,281,339,1,TRUE,0 days 01:03:42.979000,2025,Miami Grand Prix,Q,87.658,0 days 01:05:10.637000,27.7,65,1013.3,FALSE,40.2,115,3.9,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
LEC,16,Ferrari,0 days 00:01:34.831000,17,0 days 00:00:28.738000,0 days 00:00:33.541000,0 days 00:00:32.552000,SOFT,2,TRUE,5,223,194,,338,1,FALSE,0 days 01:03:50.971000,2025,Miami Grand Prix,Q,94.831,0 days 01:05:25.802000,27.7,65,1013.3,FALSE,40.2,115,3.9,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
VER,1,Red Bull Racing,0 days 00:01:26.492000,14,0 days 00:00:28.268000,0 days 00:00:33.245000,0 days 00:00:24.979000,SOFT,2,TRUE,5,222,192,283,338,1,TRUE,0 days 01:04:00.081000,2025,Miami Grand Prix,Q,86.492,0 days 01:05:26.573000,27.7,65,1013.3,FALSE,40.2,115,3.9,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
PIA,81,McLaren,0 days 00:01:26.509000,12,0 days 00:00:28.428000,0 days 00:00:33.279000,0 days 00:00:24.802000,SOFT,2,TRUE,4,224,192,285,335,1,TRUE,0 days 01:04:14.871000,2025,Miami Grand Prix,Q,86.509,0 days 01:05:41.380000,27.7,65,1013.3,FALSE,40.2,115,3.9,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
NOR,4,McLaren,0 days 00:01:26.495000,17,0 days 00:00:28.337000,0 days 00:00:33.024000,0 days 00:00:25.134000,SOFT,2,TRUE,5,222,193,285,335,1,TRUE,0 days 01:04:26.360000,2025,Miami Grand Prix,Q,86.495,0 days 01:05:52.855000,27.7,65,1013.4,FALSE,39.7,109,2.9,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
SAI,55,Williams,0 days 00:01:27.228000,16,0 days 00:00:28.846000,0 days 00:00:33.418000,0 days 00:00:24.964000,SOFT,4,FALSE,6,223,193,285,337,1,TRUE,0 days 01:04:34.832000,2025,Miami Grand Prix,Q,87.228,0 days 01:06:02.060000,27.7,65,1013.4,FALSE,39.7,109,2.9,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
ALB,23,Williams,0 days 00:01:27.163000,16,0 days 00:00:28.764000,0 days 00:00:33.420000,0 days 00:00:24.979000,SOFT,4,FALSE,6,222,192,283,336,1,TRUE,0 days 01:04:43.787000,2025,Miami Grand Prix,Q,87.163,0 days 01:06:10.950000,27.7,65,1013.4,FALSE,39.7,109,2.9,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
ANT,12,Mercedes,0 days 00:01:26.735000,16,0 days 00:00:28.686000,0 days 00:00:33.177000,0 days 00:00:24.872000,SOFT,2,TRUE,6,223,192,286,340,1,TRUE,0 days 01:04:50.671000,2025,Miami Grand Prix,Q,86.735,0 days 01:06:17.406000,27.7,65,1013.4,FALSE,39.7,109,2.9,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
RUS,63,Mercedes,0 days 00:01:27.173000,16,0 days 00:00:28.533000,0 days 00:00:33.243000,0 days 00:00:25.397000,SOFT,2,TRUE,6,221,192,283,338,1,TRUE,0 days 01:05:00.397000,2025,Miami Grand Prix,Q,87.173,0 days 01:06:27.570000,27.7,65,1013.4,FALSE,39.7,109,2.9,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
OCO,31,Haas,0 days 00:01:55.625000,18,0 days 00:00:34.645000,0 days 00:00:41.791000,0 days 00:00:39.189000,SOFT,6,FALSE,6,198,155,,206,1,FALSE,0 days 01:05:03.328000,2025,Miami Grand Prix,Q,115.625,0 days 01:06:58.953000,27.8,64,1013.3,FALSE,39.7,107,3.4,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
TSU,22,Red Bull Racing,0 days 00:01:51.949000,18,0 days 00:00:35.511000,0 days 00:00:40.307000,0 days 00:00:36.131000,SOFT,6,FALSE,6,177,152,,242,1,FALSE,0 days 01:05:10.637000,2025,Miami Grand Prix,Q,111.949,0 days 01:07:02.586000,27.8,64,1013.3,FALSE,39.7,107,3.4,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
VER,1,Red Bull Racing,0 days 00:01:43.102000,15,0 days 00:00:33.102000,0 days 00:00:37.205000,0 days 00:00:32.795000,SOFT,3,TRUE,5,195,186,,231,1,FALSE,0 days 01:05:26.573000,2025,Miami Grand Prix,Q,103.102,0 days 01:07:09.675000,27.8,64,1013.3,FALSE,39.7,107,3.4,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
PIA,81,McLaren,0 days 00:01:54.740000,13,0 days 00:00:36.392000,0 days 00:00:39.536000,0 days 00:00:38.812000,SOFT,3,TRUE,4,180,154,,191,1,FALSE,0 days 01:05:41.380000,2025,Miami Grand Prix,Q,114.74,0 days 01:07:36.120000,27.8,64,1013.3,FALSE,39.7,107,3.4,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
NOR,4,McLaren,0 days 00:01:46.497000,18,0 days 00:00:33.961000,0 days 00:00:37.764000,0 days 00:00:34.772000,SOFT,3,TRUE,5,203,185,,196,1,FALSE,0 days 01:05:52.855000,2025,Miami Grand Prix,Q,106.497,0 days 01:07:39.352000,27.8,64,1013.3,FALSE,39.7,107,3.4,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
SAI,55,Williams,0 days 00:01:54.435000,17,0 days 00:00:39.060000,0 days 00:00:40.675000,0 days 00:00:34.700000,SOFT,5,FALSE,6,178,150,,248,1,FALSE,0 days 01:06:02.060000,2025,Miami Grand Prix,Q,114.435,0 days 01:07:56.495000,27.8,64,1013.3,FALSE,39.5,113,3.1,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
ALB,23,Williams,0 days 00:01:48.370000,17,0 days 00:00:35.019000,0 days 00:00:39.183000,0 days 00:00:34.168000,SOFT,5,FALSE,6,192,159,,310,1,FALSE,0 days 01:06:10.950000,2025,Miami Grand Prix,Q,108.37,0 days 01:07:59.320000,27.8,64,1013.3,FALSE,39.5,113,3.1,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
ANT,12,Mercedes,0 days 00:01:51.264000,17,0 days 00:00:35.576000,0 days 00:00:39.720000,0 days 00:00:35.968000,SOFT,3,TRUE,6,185,162,,228,1,FALSE,0 days 01:06:17.406000,2025,Miami Grand Prix,Q,111.264,0 days 01:08:08.670000,27.8,64,1013.3,FALSE,39.5,113,3.1,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
RUS,63,Mercedes,0 days 00:01:54.003000,17,0 days 00:00:38.591000,0 days 00:00:40.772000,0 days 00:00:34.640000,SOFT,3,TRUE,6,180,150,,265,1,FALSE,0 days 01:06:27.570000,2025,Miami Grand Prix,Q,114.003,0 days 01:08:21.573000,27.8,64,1013.3,FALSE,39.5,113,3.1,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
TSU,22,Red Bull Racing,,19,,0 days 00:00:42.226000,0 days 00:00:29.177000,SOFT,1,TRUE,7,159,126,286,257,1,FALSE,0 days 01:07:02.586000,2025,Miami Grand Prix,Q,,0 days 01:11:36.910000,27.8,65,1013.3,FALSE,38.3,115,4.1,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
VER,1,Red Bull Racing,,16,,0 days 00:00:44.961000,0 days 00:00:26.677000,SOFT,1,TRUE,6,164,153,287,304,1,FALSE,0 days 01:07:09.675000,2025,Miami Grand Prix,Q,,0 days 01:11:49.694000,27.6,65,1013.3,FALSE,38.2,118,3,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
OCO,31,Haas,,19,,0 days 00:00:43.038000,0 days 00:00:30.005000,SOFT,1,TRUE,7,191,142,284,239,1,FALSE,0 days 01:06:58.953000,2025,Miami Grand Prix,Q,,0 days 01:11:56.636000,27.6,65,1013.3,FALSE,38.2,118,3,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
LEC,16,Ferrari,,18,,0 days 00:00:40.967000,0 days 00:00:31.842000,SOFT,4,FALSE,6,202,151,286,138,1,FALSE,0 days 01:05:25.802000,2025,Miami Grand Prix,Q,,0 days 01:12:02.593000,27.6,65,1013.3,FALSE,38.2,118,3,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
NOR,4,McLaren,,19,,0 days 00:00:43.516000,0 days 00:00:27.130000,SOFT,1,TRUE,6,155,154,287,278,1,FALSE,0 days 01:07:39.352000,2025,Miami Grand Prix,Q,,0 days 01:12:23.691000,27.6,65,1013.3,FALSE,38.2,118,3,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
PIA,81,McLaren,,14,,0 days 00:00:41.657000,0 days 00:00:28.951000,SOFT,1,TRUE,5,194,105,286,311,1,FALSE,0 days 01:07:36.120000,2025,Miami Grand Prix,Q,,0 days 01:12:35.057000,27.6,65,1013.3,FALSE,38.2,118,3,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
SAI,55,Williams,,18,,0 days 00:00:43.505000,0 days 00:00:27.760000,SOFT,1,TRUE,7,143,153,288,285,1,FALSE,0 days 01:07:56.495000,2025,Miami Grand Prix,Q,,0 days 01:12:44.361000,27.6,65,1013.3,FALSE,38.2,118,3,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
ALB,23,Williams,,18,,0 days 00:00:41.228000,0 days 00:00:26.556000,SOFT,1,TRUE,7,199,162,289,317,1,FALSE,0 days 01:07:59.320000,2025,Miami Grand Prix,Q,,0 days 01:12:53.417000,27.5,65,1013.3,FALSE,38.7,106,2.3,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
ANT,12,Mercedes,,18,,0 days 00:00:38.656000,0 days 00:00:27.249000,SOFT,1,TRUE,7,166,154,287,278,1,FALSE,0 days 01:08:08.670000,2025,Miami Grand Prix,Q,,0 days 01:13:01.881000,27.5,65,1013.3,FALSE,38.7,106,2.3,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
TSU,22,Red Bull Racing,0 days 00:01:26.943000,20,0 days 00:00:28.551000,0 days 00:00:33.410000,0 days 00:00:24.982000,SOFT,2,TRUE,7,222,191,281,339,1,TRUE,0 days 01:11:36.910000,2025,Miami Grand Prix,Q,86.943,0 days 01:13:03.853000,27.5,65,1013.3,FALSE,38.7,106,2.3,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
RUS,63,Mercedes,,18,,0 days 00:00:42.739000,0 days 00:00:27.445000,SOFT,1,TRUE,7,166,138,286,309,1,FALSE,0 days 01:08:21.573000,2025,Miami Grand Prix,Q,,0 days 01:13:12.400000,27.5,65,1013.3,FALSE,38.7,106,2.3,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
VER,1,Red Bull Racing,0 days 00:01:26.204000,17,0 days 00:00:28.246000,0 days 00:00:33.079000,0 days 00:00:24.879000,SOFT,2,TRUE,6,223,192,282,339,1,TRUE,0 days 01:11:49.694000,2025,Miami Grand Prix,Q,86.204,0 days 01:13:15.898000,27.5,65,1013.3,FALSE,38.7,106,2.3,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
OCO,31,Haas,0 days 00:01:26.824000,20,0 days 00:00:28.690000,0 days 00:00:33.260000,0 days 00:00:24.874000,SOFT,2,TRUE,7,225,194,286,335,1,TRUE,0 days 01:11:56.636000,2025,Miami Grand Prix,Q,86.824,0 days 01:13:23.460000,27.5,65,1013.3,FALSE,38.7,106,2.3,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
LEC,16,Ferrari,0 days 00:01:26.754000,19,0 days 00:00:28.668000,0 days 00:00:33.283000,0 days 00:00:24.803000,SOFT,5,FALSE,6,222,193,287,338,1,TRUE,0 days 01:12:02.593000,2025,Miami Grand Prix,Q,86.754,0 days 01:13:29.347000,27.5,65,1013.3,FALSE,38.7,106,2.3,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
NOR,4,McLaren,0 days 00:01:26.269000,20,0 days 00:00:28.433000,0 days 00:00:32.901000,0 days 00:00:24.935000,SOFT,2,TRUE,6,221,194,286,332,1,TRUE,0 days 01:12:23.691000,2025,Miami Grand Prix,Q,86.269,0 days 01:13:49.960000,27.6,65,1013.3,FALSE,38.7,98,2.7,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
PIA,81,McLaren,0 days 00:01:26.375000,15,0 days 00:00:28.558000,0 days 00:00:33.089000,0 days 00:00:24.728000,SOFT,2,TRUE,5,218,193,286,335,1,TRUE,0 days 01:12:35.057000,2025,Miami Grand Prix,Q,86.375,0 days 01:14:01.432000,27.6,65,1013.3,FALSE,38.7,98,2.7,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
SAI,55,Williams,0 days 00:01:26.569000,19,0 days 00:00:28.707000,0 days 00:00:33.113000,0 days 00:00:24.749000,SOFT,2,TRUE,7,223,192,286,337,1,TRUE,0 days 01:12:44.361000,2025,Miami Grand Prix,Q,86.569,0 days 01:14:10.930000,27.6,65,1013.3,FALSE,38.7,98,2.7,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
ALB,23,Williams,0 days 00:01:26.682000,19,0 days 00:00:28.633000,0 days 00:00:33.261000,0 days 00:00:24.788000,SOFT,2,TRUE,7,222,193,287,337,1,TRUE,0 days 01:12:53.417000,2025,Miami Grand Prix,Q,86.682,0 days 01:14:20.099000,27.6,65,1013.3,FALSE,38.7,98,2.7,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
ANT,12,Mercedes,0 days 00:01:26.271000,19,0 days 00:00:28.484000,0 days 00:00:32.983000,0 days 00:00:24.804000,SOFT,2,TRUE,7,222,192,287,340,1,TRUE,0 days 01:13:01.881000,2025,Miami Grand Prix,Q,86.271,0 days 01:14:28.152000,27.6,65,1013.3,FALSE,38.7,98,2.7,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
RUS,63,Mercedes,0 days 00:01:26.385000,19,0 days 00:00:28.622000,0 days 00:00:33.007000,0 days 00:00:24.756000,SOFT,2,TRUE,7,225,193,286,337,1,TRUE,0 days 01:13:12.400000,2025,Miami Grand Prix,Q,86.385,0 days 01:14:38.785000,27.6,65,1013.3,FALSE,38.7,98,2.7,Q3,1,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
TSU,22,Red Bull Racing,,21,0 days 00:00:41.909000,0 days 00:00:41.072000,,SOFT,3,TRUE,7,181,147,,229,1,FALSE,0 days 01:13:03.853000,2025,Miami Grand Prix,Q,,0 days 01:14:59.861000,27.5,65,1013.2,FALSE,38.6,33,0.8,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
OCO,31,Haas,,21,0 days 00:00:35.409000,0 days 00:00:44.956000,,SOFT,3,TRUE,7,191,144,,187,1,FALSE,0 days 01:13:23.460000,2025,Miami Grand Prix,Q,,0 days 01:15:21.501000,27.5,65,1013.2,FALSE,38.6,33,0.8,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
VER,1,Red Bull Racing,0 days 00:02:07.186000,18,0 days 00:00:38.894000,0 days 00:00:39.930000,0 days 00:00:48.362000,SOFT,3,TRUE,6,185,168,,167,1,FALSE,0 days 01:13:15.898000,2025,Miami Grand Prix,Q,127.186,0 days 01:15:23.084000,27.5,65,1013.2,FALSE,38.6,33,0.8,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
LEC,16,Ferrari,,20,0 days 00:00:37.256000,0 days 00:00:44.016000,,SOFT,6,FALSE,6,184,170,,209,1,FALSE,0 days 01:13:29.347000,2025,Miami Grand Prix,Q,,0 days 01:15:24.312000,27.5,65,1013.2,FALSE,38.6,33,0.8,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
NOR,4,McLaren,0 days 00:01:57.323000,21,0 days 00:00:35.191000,0 days 00:00:42.848000,0 days 00:00:39.284000,SOFT,3,TRUE,6,179,158,,196,1,FALSE,0 days 01:13:49.960000,2025,Miami Grand Prix,Q,117.323,0 days 01:15:47.283000,27.6,65,1013.3,FALSE,38.9,72,2.2,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
PIA,81,McLaren,,16,0 days 00:00:37.709000,0 days 00:00:42.243000,,SOFT,3,TRUE,5,172,148,,192,1,FALSE,0 days 01:14:01.432000,2025,Miami Grand Prix,Q,,0 days 01:15:55.943000,27.6,65,1013.3,FALSE,38.9,72,2.2,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
SAI,55,Williams,,20,0 days 00:00:40.107000,0 days 00:00:42.470000,,SOFT,3,TRUE,7,183,132,,168,1,FALSE,0 days 01:14:10.930000,2025,Miami Grand Prix,Q,,0 days 01:16:09.976000,27.6,65,1013.3,FALSE,38.9,72,2.2,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
ALB,23,Williams,,20,0 days 00:00:41.717000,0 days 00:00:40.597000,,SOFT,3,TRUE,7,162,157,,247,1,FALSE,0 days 01:14:20.099000,2025,Miami Grand Prix,Q,,0 days 01:16:14.226000,27.6,65,1013.3,FALSE,38.9,72,2.2,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
ANT,12,Mercedes,0 days 00:02:08.523000,20,0 days 00:00:36.651000,0 days 00:00:48.241000,0 days 00:00:43.631000,SOFT,3,TRUE,7,163,146,,240,1,FALSE,0 days 01:14:28.152000,2025,Miami Grand Prix,Q,128.523,0 days 01:16:36.675000,27.6,65,1013.3,FALSE,38.9,72,2.2,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
RUS,63,Mercedes,,20,0 days 00:00:41.911000,0 days 00:00:43.279000,,SOFT,3,TRUE,7,157,137,,219,1,FALSE,0 days 01:14:38.785000,2025,Miami Grand Prix,Q,,0 days 01:16:38.645000,27.6,65,1013.3,FALSE,38.9,72,2.2,Q3,0,Miami,USA,Street,3,3,Medium,5412,19,0.003510717,284.8421053
HUL,27,Alfa Romeo,,1,,0 days 00:00:34.252000,0 days 00:00:30.519000,SOFT,1,TRUE,1,188,218,277,258,1,FALSE,0 days 00:13:43.402000,2025,Emilia Romagna Grand Prix,Q,,0 days 00:15:17.719000,22.4,32,1008.6,FALSE,40.5,314,2.1,Q1,0,,,,,,,,,,
BOR,5,Alfa Romeo,,1,,0 days 00:00:32.218000,0 days 00:00:30.456000,SOFT,1,TRUE,1,200,235,279,177,1,FALSE,0 days 00:13:48.964000,2025,Emilia Romagna Grand Prix,Q,,0 days 00:15:24.574000,22.4,32,1008.6,FALSE,40.5,314,2.1,Q1,0,,,,,,,,,,
OCO,31,Haas,,1,,0 days 00:00:31.565000,0 days 00:00:28.557000,SOFT,1,TRUE,1,198,237,279,265,1,FALSE,0 days 00:13:55.792000,2025,Emilia Romagna Grand Prix,Q,,0 days 00:15:30.606000,22.4,32,1008.6,FALSE,40.5,314,2.1,Q1,0,,,,,,,,,,
BEA,87,Haas,,1,,0 days 00:00:30.337000,0 days 00:00:28.009000,SOFT,1,TRUE,1,200,240,281,277,1,FALSE,0 days 00:14:07.996000,2025,Emilia Romagna Grand Prix,Q,,0 days 00:15:35.786000,22.4,32,1008.6,FALSE,40.5,314,2.1,Q1,0,,,,,,,,,,
STR,18,Aston Martin,,1,,0 days 00:00:36.949000,0 days 00:00:28.415000,SOFT,1,TRUE,1,182,231,279,273,1,FALSE,0 days 00:14:14.980000,2025,Emilia Romagna Grand Prix,Q,,0 days 00:15:57.343000,22.4,32,1008.6,FALSE,40.5,314,2.1,Q1,0,,,,,,,,,,
ALO,14,Aston Martin,,1,,0 days 00:00:34.295000,0 days 00:00:30.651000,SOFT,1,TRUE,1,197,234,279,277,1,FALSE,0 days 00:14:22.839000,2025,Emilia Romagna Grand Prix,Q,,0 days 00:16:04.746000,22.4,32,1008.6,FALSE,40.5,314,2.1,Q1,0,,,,,,,,,,
SAI,55,Williams,,1,,0 days 00:00:33.285000,0 days 00:00:30.976000,SOFT,1,TRUE,1,189,221,279,270,1,FALSE,0 days 00:14:26.105000,2025,Emilia Romagna Grand Prix,Q,,0 days 00:16:14.832000,22.4,32,1008.6,FALSE,40.5,314,2.1,Q1,0,,,,,,,,,,
HAM,44,Ferrari,,1,,0 days 00:00:32.460000,0 days 00:00:28.283000,SOFT,1,TRUE,1,184,239,279,276,1,FALSE,0 days 00:14:43.871000,2025,Emilia Romagna Grand Prix,Q,,0 days 00:16:22.826000,22.6,30,1008.7,FALSE,40.7,303,3.6,Q1,0,,,,,,,,,,
HUL,27,Alfa Romeo,0 days 00:01:17.022000,2,0 days 00:00:24.406000,0 days 00:00:26.643000,0 days 00:00:25.973000,SOFT,2,TRUE,1,227,261,276,299,1,TRUE,0 days 00:15:17.719000,2025,Emilia Romagna Grand Prix,Q,77.022,0 days 00:16:34.741000,22.6,30,1008.7,FALSE,40.7,303,3.6,Q1,1,,,,,,,,,,
ALB,23,Williams,,1,,0 days 00:00:30.110000,0 days 00:00:31.901000,SOFT,1,TRUE,1,202,231,281,203,1,FALSE,0 days 00:14:59.012000,2025,Emilia Romagna Grand Prix,Q,,0 days 00:16:36.335000,22.6,30,1008.7,FALSE,40.7,303,3.6,Q1,0,,,,,,,,,,
